# TNBC response to paclitaxel phenocopies interferon response which reveals cell cycle-associated resistance mechanisms ,,,,,
"# Nicholas L Calistri1, Tiera A. Liby1, Zhi Hu1, Hongmei Zhang1, Mark Dane1, Sean M. Gross1, Laura M. Heiser1,2,# (1 Biomedical Engineering Department, Oregon Health & Science University, Portland Oregon
2 Knight Cancer Institute, Oregon Health & Science University, Portland Oregon
# Corresponding author: heiserl@ohsu.edu)",,,,,
# Supplementary Information 4,,,,,
feature,logFC,statistic,auc,pval,padj
RERE,-0.145081471,101632,0.4147821650851954,3.4551618696337255e-6,2.553112904538701e-5
RNF165,-0.012155968,123399.5,0.5036200387715539,0.8437703296385737,0.9051750087284195
PHF7,-0.082226547,104497.5,0.42647689011325374,6.209419338315319e-5,3.332043497161341e-4
CIDEA,-0.161312119,116462,0.4753066013672074,0.17864353653503853,0.3072903965018419
TENT2,-0.162032779,98273,0.40107335986123865,7.107038739646871e-8,7.878836491298789e-7
SLC17A3,0.020173524089306838,130756.5,0.5336455463728191,0.066866737,0.14119235344669637
SDS,0.084265415,136549.5,0.5572880318334864,0.00180618,0.006513813
ATP6V1C2,0.3239636399273529,167225,0.6824813794510765,2.797048962477912e-23,5.8187180814323654e-21
F3,-0.10742422,109047,0.44504438322620143,0.00275949,0.009366919
FAM71C,0.017871784,131121.5,0.5351351902867054,0.055657239488589576,0.12162977183555318
LIN52,0.002514849,121756.5,0.4969146005509642,0.8666216761104506,0.9183811264613658
PCOTH,0.019688684,128570,0.5247219671462096,0.17814150479453716,0.3066079238705132
GRM1,-0.011871117,117922,0.4812651770227528,0.3075490052202854,0.4612330123161658
FXN,0.069938582,145433,0.5935435159677583,3.483306891266913e-7,3.289216192323231e-6
SLC9A1,0.21746477930951436,147366,0.6014325068870523,3.296017958842777e-8,3.987888316138142e-7
PML,0.047679110359077015,124813,0.5093888378736864,0.6091404585617959,0.7395073261894439
CD164,-0.1619134,107012.5,0.436741149,5.697689248587447e-4,0.002365759
MOB3A,-0.050521359,113172,0.46187940006121825,0.037863841,0.088291218
HGC6.1.1,0.008782661,114479,0.46721354963779205,0.074135932,0.15378604545185803
OR1J2,0.00895147,128343,0.5237955310682584,0.1949629755334987,0.32810881477641063
GNG5,0.076909065,133188,0.5435690235690236,0.017639372,0.046594180340431654
TAF15,-0.021607666,118895.5,0.48523824099581675,0.4214169701811746,0.5775365319345591
EXTL3,-0.015013703,119060,0.4859096010611162,0.4428462028725972,0.597703114
CNPY3,-0.068606636,114648.5,0.46790531578410366,0.080447932,0.16407482987893077
FAM174C,0.021433908752885422,125770.5,0.5132966023875115,0.46896899038455025,0.621602748
LOC154449,-0.003998984,119472,0.4875910621365167,0.4991636891932251,0.6479751755225903
GATD3A,0.029691951,126756,0.5173186409550046,0.3455587345071222,0.5016667322079826
P2RX1,-0.081860805,103590,0.42277318640955003,2.5941428747973622e-5,1.5441398770363158e-4
LRR1,0.002716519,124759.5,0.5091704928068564,0.6174923248020904,0.7459597076167467
ATP1B2,0.002402504,122856,0.5014018977655341,0.9392197933400621,0.9648714602913953
UBLCP1,-0.228666917,92080,0.375798388,1.3314734729828834e-11,3.431700340543874e-10
LINC00937,-0.008877474,115268.5,0.4704356698296092,0.1073402518606819,0.20613655940879066
IFNL3,0.011295744183307477,125708,0.5130415263748597,0.477540788,0.6294041922055421
DES,-0.015669749,120503.5,0.4918008366493215,0.655236865,0.7766913168892382
HERC2P9,9.30662493140666e-4,123019,0.502067136,0.9104379382155046,0.9480105340619792
PRR16,-0.017001482,121198,0.49463524130190795,0.7702037515860577,0.8579000100303206
HIPK2,-0.004084927,122352,0.49934496479951024,0.9716262251595994,0.9831030747098493
SHMT2,0.12402741802357653,139741,0.5703132333435363,1.2821276561797676e-4,6.318282940908127e-4
MRPS5,0.07962645,137069,0.5594082236506479,0.001212739,0.004617878
SNORD36C,-0.010044178,119059,0.48590551984491376,0.44271413891159145,0.5975644299517092
SPN,-0.045001662,116404,0.4750698908274666,0.1745154249017625,0.30169133956348954
CHRNA6,6.325144704462105e-4,124817.5,0.5094072033465973,0.6084402416706091,0.7391854601596274
TBC1D22A,-0.023693414,116048,0.4736169778594021,0.15072437988892812,0.26914407749807984
RPL35,-0.128529939,106844.5,0.436055505,4.959052061287765e-4,0.002100565
SSTR4,0.0087225,129016,0.5265421895724927,0.14827615009734538,0.26584345243216145
ST6GALNAC4,-0.044044921,114348,0.46667891,0.06953997,0.14585507959438868
TM2D1,-0.196713648,103993.5,0.42441995714722985,3.842526375714684e-5,2.1760440339359794e-4
RASD2,0.5103858428162757,154708,0.6313967962452811,8.240181522869339e-13,2.7767368711857386e-11
UBE2DNL,0.011736415741522066,127872.5,0.5218753188450158,0.23348014764861474,0.3756281384242668
TFAP2D,-0.008881057,119255,0.48670543822058976,0.46903727561851777,0.6216123839478253
ITGA10,-0.200125698,96552.5,0.39405162738496075,7.884053912251056e-9,1.1046887086533491e-7
ETFRF1,-0.189351226,97017,0.39594735231098865,1.4476279762186044e-8,1.907743474542255e-7
PLPPR1,-0.017725009,122158.5,0.4985552494643404,0.9373629464224464,0.9639839784460459
MARS2,0.003811553,120968.5,0.4936986021834507,0.7315026848357499,0.8320210464040634
